tail_id,part_no,noun,nha_part_no,nha_noun,kit,goh,part_type,shop,mat,agency,arf_mcl_review,f48_no,die_no,die_type,die_status,die_agency,die_vendor,die_remarks,status_1,status_2,remarks_1
819,HB1-521FA8X14X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,16SM0192L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
820,HB1-521FA7X12X1,Gasket,NULL,NULL,Kit B,NULL,,,,ARF,00SM0980L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
821,HB1-521FA6X18X3,Washer,NULL,NULL,Kit B,NULL,,,,ARF,18MS0405L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
822,HB1-521FA6X18X2,Washer,NULL,NULL,Kit B,NULL,,,,ARF,17SM0081L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
823,HB1-521FA6X18X1.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,16SM0191L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
824,HB1-521FA6X18X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,16SM0190L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
825,HB1-521FA6X18X0.8,Washer,NULL,NULL,Kit B,NULL,,,,ARF,16SM0189L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
826,HB1-521FA6X18X0.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,16SM0188L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
827,HB1-521FA6X18X0.3,Gasket,NULL,NULL,Kit B,NULL,,,,ARF,21SM0470L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
828,HB1-521FA6X18X0.2,Gasket,NULL,NULL,Kit B,NULL,,,,ARF,21SM0469L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
829,HB1-521FA5X10X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,02SM0121L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
830,HB1-521FA4X8X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,01SM0603L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
831,HB1-521FA4X8X0.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,16SM0186L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
832,HB1-521FA3X6X0.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,16SM0185L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
833,"HB1-521FA28X45XS    (S=0.1,0.2,0.5,1)",Adjust Washer (Log),NULL,NULL,Kit B,NULL,,PMC,,ARF,MCL,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
834,"HB1-521FA20X45XS    (S=0.1,0.2,0.5,1)",Adjust Washer (Log),NULL,NULL,Kit B,NULL,,PMC,1CR18NI9TI-0.1MM,ARF,0,WLOGTF291120210013 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Set required for various lengths. Ask PMC for mfg of availabe thickness seals
835,HB1-521FA20X35X3,Washer,NULL,NULL,Kit B,NULL,,,,ARF,17MS0238L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
836,HB1-521FA18X30X2.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,18MS0391L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
837,HB1-521FA14X25X2,Washer,NULL,NULL,Kit B,NULL,,,,ARF,19MS0338L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
838,HB1-521-8X14X1.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,21SM0164L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
839,HB1-521-8X14X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,18SM0525L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
840,HB1-521-8X14X0.8,Joint Ring,NULL,NULL,Kit B,NULL,,,,ARF,20SM0209L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
841,HB1-521-8X14X0.5,Joint Ring,NULL,NULL,Kit B,NULL,,,,ARF,21SM0190L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
842,HB1-521-6X12X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,10SM0251L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
843,HB1-521-5X8X0.8,Wheel Rim,NULL,NULL,Kit B,NULL,,,,ARF,18SM0522L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
844,HB1-521-5X10X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,05SM0121L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
845,HB1-521-5X10X0.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,05SM0120L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
846,HB1-521-4X8X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,08SM0748L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
847,HB1-521-16X28X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,01SM0606L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
848,HB1-521-14X22X2,Gasket,NULL,NULL,Kit B,NULL,,,,ARF,89SM0259L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
849,HB1-521-12X20X2,Joint Ring,NULL,NULL,Kit B,NULL,,,,ARF,18MS0644L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
850,HB1-521-10X22X2.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,17SM0078L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
851,HB1-521-10X20X1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,21SM0114L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
852,HB1-521-10X20X0.5,Washer,NULL,NULL,Kit B,NULL,,,,ARF,17SM0076L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
853,HB1-521-10X18X2,Washer,NULL,NULL,Kit B,NULL,,,,ARF,19SM0460L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
854,HB1-503LB1X4X20,Washer,NULL,NULL,Kit B,NULL,,,,ARF,21MS0585L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
855,HB1-502G5X25,Washer (Log),NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0284L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
856,HB1-404M8,Nut,NULL,NULL,Kit B,NULL,,,,ARF,90MS0084L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
857,HB1-404M6,Nut,NULL,NULL,Kit B,NULL,,,,ARF,90MS0111L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
858,HB1-404M5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,89MS0117L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
859,HB1-404M4,Nut,NULL,NULL,Kit B,NULL,,,,ARF,18MS0643L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
860,HB1-404-M12X1.5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,01MS0120L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
861,HB1-404G-M8,Nut,NULL,NULL,Kit B,NULL,,,,ARF,87MS0112L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
862,HB1-404G-M6,Nut,NULL,NULL,Kit B,NULL,,,,ARF,87MS0014L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
863,HB1-404G-M5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,87MS0111L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
864,HB1-404G-M16X1.5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,01MS0325L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
865,HB1-404G-M14X1.5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,01MS0084L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
866,HB1-404G-M12X1.5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,01MS0120L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
867,HB1-404F-M18X1.5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,14MS0241L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
868,HB1-404F-M14X1.5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,14MS0240L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
869,HB1-404FA-M6,Nut,NULL,NULL,Kit B,NULL,,,,ARF,14MS0239L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
870,HB1-403M10,Nut,NULL,NULL,Kit B,NULL,,,,ARF,01MS0333L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
871,HB1-403-10,Nut,NULL,NULL,Kit B,NULL,,,,ARF,01MS0333L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
872,HB1-402M8,Nut,NULL,NULL,Kit B,NULL,,,,ARF,18MS0374L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
873,HB1-402M18X1.5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,18MS0156L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
874,HB1-402G-M6,Nut With Grooves,NULL,NULL,Kit B,NULL,,,,ARF,87MS0013L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
875,HB1-402G-M5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,09MS0282L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
876,HB1-402FA-M8,Nut,NULL,NULL,Kit B,NULL,,,,ARF,17MS0221L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
877,HB1337M6,Self Lock Nut (Log),NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0396N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
878,HB1-221-M4X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,02MS0369L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
879,HB1-221G-M5X14,Half Round Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,01MS0335L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
880,HB1-221G-M5X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,00MS1675L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
881,HB1-211M5X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,91MS0001L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
882,HB1-211A-M5X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,08MS0697L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
883,HB1-207G-M4X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,89MS0017L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
884,HB1-205G-M5X20,Screw,NULL,NULL,Kit B,NULL,,,,ARF,01MS0666L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
885,HB1-205G-M4X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,85MS0127L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
886,HB1-205G-M3X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,95MS0067L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
887,HB1-204-M4X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,04MS0415L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
888,HB1-202G-5X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,03MS0199L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
889,HB1-132-5X22,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,17MS0229L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
890,HB1-129-4X16,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,19MS0198L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
891,HB1-128-4X12,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,91MS0135N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
892,HB1-125-6X28X2.5,Conic Bolt,NULL,NULL,Kit B,NULL,,,,ARF,01MS0350L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
893,HB1-103-18X60X5,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,17MS0237L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
894,HB1-102-5X18,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,83MS0413L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
895,GJB3821/5/42,Clamp (Rec'D From Log),NULL,NULL,Kit B,NULL,,SM,,ARF,23SM0143N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
896,GJB3821/3/42,Clamp (Rec'D From Log),NULL,NULL,Kit B,NULL,,SM,,ARF,0,WLOGTF311020220007 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Part also on LR. Cehck to be marked on LR. AWT Mat GH4169-1MM. LR capability marked on system.
897,GJB122.8.3M8X24,Screw (Rec'D From Log),NULL,NULL,Kit B,NULL,,MS,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,Area Unknown (MCL),
898,GJB122.7.1M4X12,Screw (Rec'D From Log),NULL,NULL,Kit B,NULL,,,,ARF,21MS0668N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
899,GJB122.6.4M5X24,100 Degree Countersunk Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0236L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
900,GJB122.6.4M5X18,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0088L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
901,GJB122.6.3M5X18,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0671L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
902,GJB122.6.3M5X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0363L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
903,GJB122.6.3M4X18,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0643L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
904,GJB122.6.3M4X14,Fqmc Base Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0677L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
905,GJB122.6.1M5X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0191L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
906,GJB122.6.1M4X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0036L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
907,GJB122.6.1M4X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0196L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
908,GJB122.6.1M3X28,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0364L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
909,GJB122.6.1M3X26,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0364L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
910,GJB122.6.1M3X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0195L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
911,GJB122.6.1M3*14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0401L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
912,GJB122.6.1.8X68X3.5,Bolt (Rec'D From Log),NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF061020210001 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,discuss with asif for disposal
913,GJB122.6.1.4X12,Bolt (Rec'D From Log),NULL,NULL,Kit B,NULL,,,,ARF,19MS0196L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
914,GJB122.5.3.4X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0641L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
915,GJB122.5.2M5X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0686L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
916,GJB122.5.2M5X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0115L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
917,GJB122.5.2M5X10,Button Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0229L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
918,GJB122.5.2M4X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0400L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
919,GJB122.5.2M4X14,Screw ,NULL,NULL,Kit B,NULL,,,,ARF,18MS0399L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
920,GJB122.5.1M5X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0646L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
921,GJB122.5.1M3X10,Screw (Log),NULL,NULL,Kit B,NULL,,MS,ML25-2.6mm,ARF,0,WLOGTF110520220107 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Find alternate
922,GJB122.4.6M4*9,Screw,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0452L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
923,GJB122.4.4M4X14,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,14MS0227L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
924,GJB122.4.3M4X8,Screw ,NULL,NULL,Kit B,NULL,,,,ARF,18MS0647L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
925,GJB122.4.3M4X16,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,17MS0113L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
926,GJB122.4.3M3X10,Cup Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0225L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
927,GJB122.4.2M6X16,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,19MS0318L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
928,GJB122.4.2M5X22,Cup Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0223L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
929,GJB122.4.2M5X20,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0096L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
930,GJB122.4.2M5X18,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0121L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
931,GJB122.4.2M5X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0135L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
932,GJB122.4.2M5X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0162L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
933,GJB122.4.2M5X12,Hf Cable Clamp Screw,NULL,NULL,Kit B,NULL,,,,ARF,20MS0330L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
934,GJB122.4.2M4X9,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0694L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
935,GJB122.4.2M4X28,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0695L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
936,GJB122.4.2M4X18,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0627L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
937,GJB122.4.2M4X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0640L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
938,GJB122.4.2M4X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0087L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
939,GJB122.4.2M3X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0324L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
940,GJB122.4.1M6X28,Cup Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0221L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
941,GJB122.4.1M6X20,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0689L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
942,GJB122.4.1M6X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0041L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
943,GJB122.4.1M6X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0622L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
944,GJB122.4.1M6X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0690L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
945,GJB122.4.1M5X9,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0639L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
946,GJB122.4.1M5X26,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0691L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
947,GJB122.4.1M5X22,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0188L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
948,GJB122.4.1M5X18,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0692L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
949,GJB122.4.1M5X16,Cup Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0220L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
950,GJB122.4.1M5X14,Cup Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0219L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
951,GJB122.4.1M5X12,Cup Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0218L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
952,GJB122.4.1M5X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0699L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
953,GJB122.4.1M4X8,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0696L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
954,GJB122.4.1M4X16,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,17MS0626L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
955,GJB122.4.1M4X14HCR,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0683L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
956,GJB122.4.1M4X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0683L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
957,GJB122.4.1M4X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0681L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
958,GJB122.4.1M4X11,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0700L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
959,GJB122.4.1M4X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0362L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
960,GJB122.4.1M3X9,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0636L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
961,GJB122.4.1M3X8,Cup Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,14MS0216L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
962,GJB122.4.1M3X7,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0701L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
963,GJB122.4.1M3X14,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0625L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
964,GJB122.4.1M3X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0379L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
965,GJB122.4.1M3X11,Gahrs Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0624L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
966,GJB122.4.1M3X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0623L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
967,GJB122.3.5M4X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0099L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
968,GJB122.3.3M5X9,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0066L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
969,GJB122.3.1M5X20,Screw,NULL,NULL,Kit B,NULL,,,,ARF,21MS0315L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
970,GJB122.3.1M5X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0159L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
971,GJB122.3.1M3X8,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0387L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
972,GJB122.2.6M3X14,Plane Head Screw,NULL,NULL,Kit B,NULL,,,,ARF,15MS0203L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
973,GJB122.2.3M4X12,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,18MS0319L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
974,GJB122.2.2M6X20,Screw,NULL,NULL,Kit B,NULL,,,,ARF,17MS0632L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
975,GJB122.2.2M5X16,Screw,NULL,NULL,Kit B,NULL,,,,ARF,19MS0197L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
976,GJB122.2.2M5X14,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,18MS0398L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
977,GJB122.2.2M4X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0368L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
978,GJB122.2.2M4X10,Screw,NULL,NULL,Kit B,NULL,,,,ARF,18MS0373L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
979,GJB122.2.1M6X16,Cheese Head Bolt,NULL,NULL,Kit B,NULL,,,,ARF,14MS0211L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
980,GJB122.2.1M6X12,Cheese Head Bolt,NULL,NULL,Kit B,NULL,,,,ARF,14MS0210L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
981,GJB122.2.1M5X16,Cheese Head Bolt,NULL,NULL,Kit B,NULL,,,,ARF,14MS0208L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
982,GJB122.2.1M5X14,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,15MS0202L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
983,GJB122.2.1M5X12,Cheese Head Bolt,NULL,NULL,Kit B,NULL,,,,ARF,14MS0207L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
984,GJB122.2.1M4X22,Cheese Head Bolt,NULL,NULL,Kit B,NULL,,,,ARF,14MS0206L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
